Name	Kingdom	Phylum	Class	Order	Family	Genus	Species	MP_Frozen_DNA_D0_1	MP_Frozen_DNA_D0_2	MP_Frozen_DNA_D0_3	MP_Frozen_DNA_D14_1	MP_Frozen_DNA_D14_2	MP_Frozen_DNA_D14_3	MP_Frozen_DNA_D21_1	MP_Frozen_DNA_D21_2	MP_Frozen_DNA_D21_3	MP_Frozen_DNA_D03_1	MP_Frozen_DNA_D03_2	MP_Frozen_DNA_D03_3	MP_Frozen_DNA_D40_1	MP_Frozen_DNA_D40_2	MP_Frozen_DNA_D40_3	MP_Frozen_DNA_D07_1	MP_Frozen_DNA_D07_2	MP_Frozen_DNA_D07_3	MP_Frozen_RNA_D0_1	MP_Frozen_RNA_D0_2	MP_Frozen_RNA_D0_3	MP_Frozen_RNA_D14_1	MP_Frozen_RNA_D14_2	MP_Frozen_RNA_D14_3	MP_Frozen_RNA_D21_1	MP_Frozen_RNA_D21_2	MP_Frozen_RNA_D21_3	MP_Frozen_RNA_D03_1	MP_Frozen_RNA_D03_2	MP_Frozen_RNA_D03_3	MP_Frozen_RNA_D07_1	MP_Frozen_RNA_D07_2	MP_Frozen_RNA_D07_3	MP_Mawi_DNA_D0_1	MP_Mawi_DNA_D0_2	MP_Mawi_DNA_D0_3	MP_Mawi_DNA_D14_1	MP_Mawi_DNA_D14_2	MP_Mawi_DNA_D14_3	MP_Mawi_DNA_D21_1	MP_Mawi_DNA_D21_2	MP_Mawi_DNA_D21_3	MP_Mawi_DNA_D03_1	MP_Mawi_DNA_D03_2	MP_Mawi_DNA_D03_3	MP_Mawi_DNA_D40_1	MP_Mawi_DNA_D40_2	MP_Mawi_DNA_D40_3	MP_Mawi_DNA_D07_1	MP_Mawi_DNA_D07_2	MP_Mawi_DNA_D07_3	MP_Mawi_RNA_D0_1	MP_Mawi_RNA_D0_2	MP_Mawi_RNA_D0_3	MP_Mawi_RNA_D14_1	MP_Mawi_RNA_D14_2	MP_Mawi_RNA_D14_3	MP_Mawi_RNA_D21_1	MP_Mawi_RNA_D21_2	MP_Mawi_RNA_D21_3	MP_Mawi_RNA_D03_1	MP_Mawi_RNA_D03_2	MP_Mawi_RNA_D03_3	MP_Mawi_RNA_D07_1	MP_Mawi_RNA_D07_2	MP_Mawi_RNA_D07_3	Taxonomy Id	Taxonomy Lineage
Halanaerobium_u_s	Bacteria	Firmicutes	Clostridia	Halanaerobiales	Halanaerobiaceae	Halanaerobium	Halanaerobium_u_s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.87	0.0	10.52	0.0	0.0	0.0	10.79	0.0	10.33	0.0	13.26	10.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.35	0.0	0.0	129.01	0.0	0.0	10.52	0.0	10.67	12.61	2330	k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Halanaerobiales(53433);f__Halanaerobiaceae(972);g__Halanaerobium(2330);s__Halanaerobium_u_s(2330);
Haloferax sp. ATCC BAA-644	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloferax	Haloferax sp. ATCC BAA-644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.81	20.33	33.14	0.0	1227462	k__Archaea(2157);p__Euryarchaeota(28890);c__Halobacteria(183963);o__Haloferacales(1644055);f__Haloferacaceae(1644056);g__Haloferax(2251);s__Haloferax sp. ATCC BAA-644(1227462);
Halorubrum distributum	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	Halorubrum distributum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.56	9.19	0.0	6.49	0.0	4.04	2.94	2.42	0.0	0.0	7.14	12.84	4.04	4.63	5.23	0.0	0.0	0.0	4.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.19	38.04	20.03	3.48	3.48	4.63	7.14	6.49	0.0	25.18	17.56	14.38	17.56	16.75	0.0	29283	k__Archaea(2157);p__Euryarchaeota(28890);c__Halobacteria(183963);o__Haloferacales(1644055);f__Halorubraceae(1963271);g__Halorubrum(56688);s__Halorubrum distributum(29283);
Helcococcus_u_s	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Helcococcus	Helcococcus_u_s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.4	10.88	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31983	k__Bacteria(2);p__Firmicutes(1239);c__Tissierellia(1737404);o__Tissierellales(1737405);f__Peptoniphilaceae(1570339);g__Helcococcus(31983);s__Helcococcus_u_s(31983);
Helicobacter rodentium	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter rodentium	0.0	0.0	0.0	7.51	14.81	0.0	138.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.07	5.57	343.46	0.0	0.0	0.0	0.0	7.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59617	k__Bacteria(2);p__Proteobacteria(1224);c__Epsilonproteobacteria(29547);o__Campylobacterales(213849);f__Helicobacteraceae(72293);g__Helicobacter(209);s__Helicobacter rodentium(59617);
Herbaspirillum_u_s	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herbaspirillum	Herbaspirillum_u_s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.27	0.0	0.0	1.67	2.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.13	0.0	963	k__Bacteria(2);p__Proteobacteria(1224);c__Betaproteobacteria(28216);o__Burkholderiales(80840);f__Oxalobacteraceae(75682);g__Herbaspirillum(963);s__Herbaspirillum_u_s(963);
Hippea_u_s	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	Hippea	Hippea_u_s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	84404	k__Bacteria(2);p__Proteobacteria(1224);c__Deltaproteobacteria(28221);o__Desulfurellales(213113);f__Desulfurellaceae(117942);g__Hippea(84404);s__Hippea_u_s(84404);
Hirschia_u_s	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Hirschia	Hirschia_u_s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2723	k__Bacteria(2);p__Proteobacteria(1224);c__Alphaproteobacteria(28211);o__Rhodobacterales(204455);f__Hyphomonadaceae(69657);g__Hirschia(2723);s__Hirschia_u_s(2723);
Holdemania filiformis	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemania	Holdemania filiformis	86.26	86.21	67.77	66.9	172.27	67.05	63.88	53.76	97.41	78.36	77.27	70.47	77.94	50.66	131.11	87.77	85.44	100.78	91.17	134.46	88.02	41.75	61.52	49.16	36.98	35.77	40.51	23.58	35.53	81.85	86.57	62.3	80.58	134.06	97.82	76.46	134.3	71.27	104.91	122.27	78.18	89.28	50.09	94.43	103.71	110.32	123.21	81.85	80.55	76.19	97.18	27.66	17.05	23.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.55	13.22	0.0	0.0	19.27	61171	k__Bacteria(2);p__Firmicutes(1239);c__Erysipelotrichia(526524);o__Erysipelotrichales(526525);f__Erysipelotrichaceae(128827);g__Holdemania(61170);s__Holdemania filiformis(61171);
Holdemania massiliensis	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemania	Holdemania massiliensis	9.27	0.0	0.0	0.0	22.19	0.0	0.0	0.0	0.0	10.32	0.0	10.4	10.72	9.27	16.08	0.0	0.0	10.8	8.0	8.76	7.06	15.0	13.25	16.9	14.73	9.78	13.69	20.37	9.17	17.48	16.76	15.05	18.67	12.69	8.87	0.0	13.75	0.0	13.06	10.45	9.55	7.48	0.0	11.07	9.64	10.72	12.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1468449	k__Bacteria(2);p__Firmicutes(1239);c__Erysipelotrichia(526524);o__Erysipelotrichales(526525);f__Erysipelotrichaceae(128827);g__Holdemania(61170);s__Holdemania massiliensis(1468449);
Holospora_u_s	Bacteria	Proteobacteria	Alphaproteobacteria	Holosporales	Holosporaceae	Holospora	Holospora_u_s	14.58	0.0	0.0	0.0	53.5	0.0	0.0	29.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.91	29.58	42.24	67.73	51.21	14.58	44.46	62.9	44.45	44.46	31.63	40.06	72.62	18.1	25.62	0.0	0.0	8.18	23.67	0.0	0.0	19.91	27.58	0.0	0.0	0.0	6.74	12.9	0.0	9.69	0.0	0.0	0.0	185.07	80.09	167.45	403.15	114.04	280.8	249.15	153.02	150.16	215.15	206.04	300.11	82.61	236.68	252.28	44747	k__Bacteria(2);p__Proteobacteria(1224);c__Alphaproteobacteria(28211);o__Holosporales(1921002);f__Holosporaceae(44746);g__Holospora(44747);s__Holospora_u_s(44747);
Hydrogenophaga_u_s	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	Hydrogenophaga_u_s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.96	0.0	47420	k__Bacteria(2);p__Proteobacteria(1224);c__Betaproteobacteria(28216);o__Burkholderiales(80840);f__Comamonadaceae(80864);g__Hydrogenophaga(47420);s__Hydrogenophaga_u_s(47420);
Hymenobacter_u_s	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter_u_s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	327.94	89966	k__Bacteria(2);p__Bacteroidetes(976);c__Cytophagia(768503);o__Cytophagales(768507);f__Hymenobacteraceae(1853232);g__Hymenobacter(89966);s__Hymenobacter_u_s(89966);
Hyphomonas_u_s	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Hyphomonas	Hyphomonas_u_s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2	0.0	0.0	0.0	0.0	0.0	2.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	85	k__Bacteria(2);p__Proteobacteria(1224);c__Alphaproteobacteria(28211);o__Rhodobacterales(204455);f__Hyphomonadaceae(69657);g__Hyphomonas(85);s__Hyphomonas_u_s(85);
Idiomarina_u_s	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Idiomarina	Idiomarina_u_s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	135575	k__Bacteria(2);p__Proteobacteria(1224);c__Gammaproteobacteria(1236);o__Alteromonadales(135622);f__Idiomarinaceae(267893);g__Idiomarina(135575);s__Idiomarina_u_s(135575);
Imtechella halotolerans	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Imtechella	Imtechella halotolerans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	114.66	121.04	90.94	163.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	318.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1165090	k__Bacteria(2);p__Bacteroidetes(976);c__Flavobacteriia(117743);o__Flavobacteriales(200644);f__Flavobacteriaceae(49546);g__Imtechella(1165076);s__Imtechella halotolerans(1165090);
Intestinibacter bartlettii	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Intestinibacter	Intestinibacter bartlettii	120.83	127.04	150.21	174.52	397.4	264.64	261.3	251.63	270.69	141.01	114.09	104.29	304.02	247.88	309.94	128.26	92.95	145.78	4189.75	3825.07	5981.04	9042.93	11052.61	8694.42	12334.2	8912.24	8061.13	1878.71	2147.59	1669.7	5498.32	5279.45	5302.14	96.91	294.16	225.32	603.84	1089.24	624.03	867.48	1140.16	1069.99	419.22	152.12	169.04	883.78	786.02	545.54	151.63	139.68	133.82	1867.66	1812.04	1847.93	0.0	18010.26	0.0	0.0	0.0	21890.62	5970.9	6001.55	7509.97	5807.36	9384.46	9691.95	261299	k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Peptostreptococcaceae(186804);g__Intestinibacter(1505657);s__Intestinibacter bartlettii(261299);
Intestinimonas butyriciproducens	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_u_f	Intestinimonas	Intestinimonas butyriciproducens	199.79	181.23	77.8	87.2	360.27	183.47	80.05	80.3	217.88	221.18	178.23	198.37	224.53	172.75	314.46	203.42	186.04	230.72	24.85	24.25	16.84	34.43	37.35	41.36	36.78	62.66	57.04	19.72	23.56	31.03	49.97	29.31	33.88	313.31	194.8	88.32	229.43	55.69	188.44	196.0	69.36	57.15	49.03	207.47	181.29	155.42	67.46	66.01	77.91	82.33	210.22	23.56	21.24	32.22	0.0	39.7	266.36	0.0	0.0	0.0	0.0	89.26	81.96	0.0	65.71	57.0	1297617	k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Clostridiales_u_f(186802);g__Intestinimonas(1392389);s__Intestinimonas butyriciproducens(1297617);
Janibacter hoylei	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Janibacter	Janibacter hoylei	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	103.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	364298	k__Bacteria(2);p__Actinobacteria(201174);c__Actinobacteria(1760);o__Micrococcales(85006);f__Intrasporangiaceae(85021);g__Janibacter(53457);s__Janibacter hoylei(364298);
Janthinobacterium_u_s	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	Janthinobacterium_u_s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.43	0.0	0.0	0.0	0.0	29580	k__Bacteria(2);p__Proteobacteria(1224);c__Betaproteobacteria(28216);o__Burkholderiales(80840);f__Oxalobacteraceae(75682);g__Janthinobacterium(29580);s__Janthinobacterium_u_s(29580);
Jeotgalicoccus_u_s	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Jeotgalicoccus	Jeotgalicoccus_u_s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.81	8.94	0.0	2.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	227979	k__Bacteria(2);p__Firmicutes(1239);c__Bacilli(91061);o__Bacillales(1385);f__Staphylococcaceae(90964);g__Jeotgalicoccus(227979);s__Jeotgalicoccus_u_s(227979);
Johnsonella ignava	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Johnsonella	Johnsonella ignava	25.74	25.06	18.41	17.73	46.08	17.95	17.79	19.72	24.22	25.91	23.28	21.08	26.47	18.17	39.07	23.77	21.88	26.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.58	25.46	20.96	24.4	20.81	20.51	23.45	24.2	19.56	16.16	24.78	27.08	27.37	22.14	20.6	22.63	20.97	29.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43995	k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Johnsonella(43994);s__Johnsonella ignava(43995);
Kangiella_u_s	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Kangiellaceae	Kangiella	Kangiella_u_s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	261963	k__Bacteria(2);p__Proteobacteria(1224);c__Gammaproteobacteria(1236);o__Oceanospirillales(135619);f__Kangiellaceae(1920240);g__Kangiella(261963);s__Kangiella_u_s(261963);
Klebsiella_u_s	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella_u_s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	570	k__Bacteria(2);p__Proteobacteria(1224);c__Gammaproteobacteria(1236);o__Enterobacterales(91347);f__Enterobacteriaceae(543);g__Klebsiella(570);s__Klebsiella_u_s(570);
Klebsiella oxytoca	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella oxytoca	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	571	k__Bacteria(2);p__Proteobacteria(1224);c__Gammaproteobacteria(1236);o__Enterobacterales(91347);f__Enterobacteriaceae(543);g__Klebsiella(570);s__Klebsiella oxytoca(571);
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	3.98	9.71	4.91	3.47	13.56	3.42	3.98	38.13	38.1	12.14	5.4	1.21	38.1	11.18	0.0	64.02	0.0	137.87	0.0	0.0	0.0	0.0	56.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.01	44.66	3.8	3.05	6.66	54.39	17.33	24.55	16.0	9.29	5.98	36.67	2.06	13.82	2.76	1.87	9.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.57	5.98	0.0	0.0	0.0	0.0	0.0	573	k__Bacteria(2);p__Proteobacteria(1224);c__Gammaproteobacteria(1236);o__Enterobacterales(91347);f__Enterobacteriaceae(543);g__Klebsiella(570);s__Klebsiella pneumoniae(573);
Kocuria_u_s	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria	Kocuria_u_s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.3	0.0	55.68	0.0	0.0	2.37	0.0	0.0	0.0	4.13	0.0	0.0	57493	k__Bacteria(2);p__Actinobacteria(201174);c__Actinobacteria(1760);o__Micrococcales(85006);f__Micrococcaceae(1268);g__Kocuria(57493);s__Kocuria_u_s(57493);
Kocuria marina	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria	Kocuria marina	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	223184	k__Bacteria(2);p__Actinobacteria(201174);c__Actinobacteria(1760);o__Micrococcales(85006);f__Micrococcaceae(1268);g__Kocuria(57493);s__Kocuria marina(223184);
Kocuria palustris	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria	Kocuria palustris	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71999	k__Bacteria(2);p__Actinobacteria(201174);c__Actinobacteria(1760);o__Micrococcales(85006);f__Micrococcaceae(1268);g__Kocuria(57493);s__Kocuria palustris(71999);
