Name	Kingdom	Phylum	Class	Order	Family	Genus	Species	MP_Frozen_DNA_D0_1	MP_Frozen_DNA_D0_2	MP_Frozen_DNA_D0_3	MP_Frozen_DNA_D14_1	MP_Frozen_DNA_D14_2	MP_Frozen_DNA_D14_3	MP_Frozen_DNA_D21_1	MP_Frozen_DNA_D21_2	MP_Frozen_DNA_D21_3	MP_Frozen_DNA_D03_1	MP_Frozen_DNA_D03_2	MP_Frozen_DNA_D03_3	MP_Frozen_DNA_D40_1	MP_Frozen_DNA_D40_2	MP_Frozen_DNA_D40_3	MP_Frozen_DNA_D07_1	MP_Frozen_DNA_D07_2	MP_Frozen_DNA_D07_3	MP_Frozen_RNA_D0_1	MP_Frozen_RNA_D0_2	MP_Frozen_RNA_D0_3	MP_Frozen_RNA_D14_1	MP_Frozen_RNA_D14_2	MP_Frozen_RNA_D14_3	MP_Frozen_RNA_D21_1	MP_Frozen_RNA_D21_2	MP_Frozen_RNA_D21_3	MP_Frozen_RNA_D03_1	MP_Frozen_RNA_D03_2	MP_Frozen_RNA_D03_3	MP_Frozen_RNA_D07_1	MP_Frozen_RNA_D07_2	MP_Frozen_RNA_D07_3	MP_Mawi_DNA_D0_1	MP_Mawi_DNA_D0_2	MP_Mawi_DNA_D0_3	MP_Mawi_DNA_D14_1	MP_Mawi_DNA_D14_2	MP_Mawi_DNA_D14_3	MP_Mawi_DNA_D21_1	MP_Mawi_DNA_D21_2	MP_Mawi_DNA_D21_3	MP_Mawi_DNA_D03_1	MP_Mawi_DNA_D03_2	MP_Mawi_DNA_D03_3	MP_Mawi_DNA_D40_1	MP_Mawi_DNA_D40_2	MP_Mawi_DNA_D40_3	MP_Mawi_DNA_D07_1	MP_Mawi_DNA_D07_2	MP_Mawi_DNA_D07_3	MP_Mawi_RNA_D0_1	MP_Mawi_RNA_D0_2	MP_Mawi_RNA_D0_3	MP_Mawi_RNA_D14_1	MP_Mawi_RNA_D14_2	MP_Mawi_RNA_D14_3	MP_Mawi_RNA_D21_1	MP_Mawi_RNA_D21_2	MP_Mawi_RNA_D21_3	MP_Mawi_RNA_D03_1	MP_Mawi_RNA_D03_2	MP_Mawi_RNA_D03_3	MP_Mawi_RNA_D07_1	MP_Mawi_RNA_D07_2	MP_Mawi_RNA_D07_3	Taxonomy Id	Taxonomy Lineage
Abiotrophia defectiva	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Abiotrophia	Abiotrophia defectiva	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.31	7.1	6.81	0.0	0.0	8.28	8.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.79	0.0	0.0	0.0	46125	k__Bacteria(2);p__Firmicutes(1239);c__Bacilli(91061);o__Lactobacillales(186826);f__Aerococcaceae(186827);g__Abiotrophia(46123);s__Abiotrophia defectiva(46125);
Acetobacterium_u_s	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Acetobacterium	Acetobacterium_u_s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.28	0.0	0.0	0.0	1.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9	0.0	0.0	0.0	8.17	33951	k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Eubacteriaceae(186806);g__Acetobacterium(33951);s__Acetobacterium_u_s(33951);
Acholeplasma_u_s	Bacteria	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Acholeplasma	Acholeplasma_u_s	0.0	0.0	0.0	0.0	0.0	0.0	1.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2147	k__Bacteria(2);p__Tenericutes(544448);c__Mollicutes(31969);o__Acholeplasmatales(186329);f__Acholeplasmataceae(2146);g__Acholeplasma(2147);s__Acholeplasma_u_s(2147);
Acidaminococcus_u_s	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus	Acidaminococcus_u_s	0.0	0.0	56.65	43.04	82.26	0.0	48.17	45.53	0.0	126.69	0.0	0.0	0.0	37.76	45.31	0.0	70.52	80.39	130.55	198.5	241.33	752.48	849.05	450.62	737.37	932.94	1517.75	351.15	538.87	436.31	975.3	524.3	568.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	129.36	92.4	0.0	50.16	0.0	0.0	51.34	31.02	0.0	0.0	0.0	405.73	270.76	302.43	167.18	58.83	154.72	208.25	28.17	97.59	253.73	164.94	273.13	82.92	376.63	253.15	904	k__Bacteria(2);p__Firmicutes(1239);c__Negativicutes(909932);o__Acidaminococcales(1843488);f__Acidaminococcaceae(909930);g__Acidaminococcus(904);s__Acidaminococcus_u_s(904);
Acidobacterium_u_s	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Acidobacterium	Acidobacterium_u_s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.43	0.0	0.0	0.0	0.0	33973	k__Bacteria(2);p__Acidobacteria(57723);c__Acidobacteriia(204432);o__Acidobacteriales(204433);f__Acidobacteriaceae(204434);g__Acidobacterium(33973);s__Acidobacterium_u_s(33973);
Acidovorax_u_s	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax_u_s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.73	3.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.15	0.0	1.54	10.77	32.9	9.91	31.41	72.88	39.11	14.61	18.16	14.47	19.03	24.53	18.18	12916	k__Bacteria(2);p__Proteobacteria(1224);c__Betaproteobacteria(28216);o__Burkholderiales(80840);f__Comamonadaceae(80864);g__Acidovorax(12916);s__Acidovorax_u_s(12916);
Acidovorax ebreus	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax ebreus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.37	0.0	0.0	721785	k__Bacteria(2);p__Proteobacteria(1224);c__Betaproteobacteria(28216);o__Burkholderiales(80840);f__Comamonadaceae(80864);g__Acidovorax(12916);s__Acidovorax ebreus(721785);
Acidovorax sp. JS42	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax sp. JS42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.75	0.0	9.74	232721	k__Bacteria(2);p__Proteobacteria(1224);c__Betaproteobacteria(28216);o__Burkholderiales(80840);f__Comamonadaceae(80864);g__Acidovorax(12916);s__Acidovorax sp. JS42(232721);
Acidovorax sp. KKS102	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax sp. KKS102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.33	0.0	0.0	15.2	10.71	0.0	0.0	0.0	0.0	15.37	0.0	358220	k__Bacteria(2);p__Proteobacteria(1224);c__Betaproteobacteria(28216);o__Burkholderiales(80840);f__Comamonadaceae(80864);g__Acidovorax(12916);s__Acidovorax sp. KKS102(358220);
Acinetobacter_u_s	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_u_s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81	0.0	0.0	24.42	469	k__Bacteria(2);p__Proteobacteria(1224);c__Gammaproteobacteria(1236);o__Pseudomonadales(72274);f__Moraxellaceae(468);g__Acinetobacter(469);s__Acinetobacter_u_s(469);
Acinetobacter calcoaceticus/baumannii complex	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter calcoaceticus/baumannii complex	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	909768	k__Bacteria(2);p__Proteobacteria(1224);c__Gammaproteobacteria(1236);o__Pseudomonadales(72274);f__Moraxellaceae(468);g__Acinetobacter(469);s__Acinetobacter calcoaceticus/baumannii complex(909768);
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.37	0.0	0.0	0.0	0.0	11.52	0.0	0.0	0.0	0.0	0.0	470	k__Bacteria(2);p__Proteobacteria(1224);c__Gammaproteobacteria(1236);o__Pseudomonadales(72274);f__Moraxellaceae(468);g__Acinetobacter(469);s__Acinetobacter baumannii(470);
Acinetobacter lwoffii	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter lwoffii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.58	0.0	28090	k__Bacteria(2);p__Proteobacteria(1224);c__Gammaproteobacteria(1236);o__Pseudomonadales(72274);f__Moraxellaceae(468);g__Acinetobacter(469);s__Acinetobacter lwoffii(28090);
Acinetobacter sp. CIP 51.11	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter sp. CIP 51.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.29	0.0	1144670	k__Bacteria(2);p__Proteobacteria(1224);c__Gammaproteobacteria(1236);o__Pseudomonadales(72274);f__Moraxellaceae(468);g__Acinetobacter(469);s__Acinetobacter sp. CIP 51.11(1144670);
Alloscardovia_u_s	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Alloscardovia	Alloscardovia_u_s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.9	27.84	0.0	106.3	18.6	19.67	0.0	13.28	13.56	34.1	0.0	52.34	44.63	0.0	11.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89.29	0.0	79.42	9.19	0.0	0.0	0.0	12.31	18.83	86.28	24.13	35.9	8.35	12.16	0.0	419014	k__Bacteria(2);p__Actinobacteria(201174);c__Actinobacteria(1760);o__Bifidobacteriales(85004);f__Bifidobacteriaceae(31953);g__Alloscardovia(419014);s__Alloscardovia_u_s(419014);
Streptomyces_u_s	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces_u_s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.96	0.0	0.0	1883	k__Bacteria(2);p__Actinobacteria(201174);c__Actinobacteria(1760);o__Streptomycetales(85011);f__Streptomycetaceae(2062);g__Streptomyces(1883);s__Streptomyces_u_s(1883);
Nocardioidaceae_u_s	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioidaceae_u_g	Nocardioidaceae_u_s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.82	0.0	0.0	0.0	0.0	85015	k__Bacteria(2);p__Actinobacteria(201174);c__Actinobacteria(1760);o__Propionibacteriales(85009);f__Nocardioidaceae(85015);g__Nocardioidaceae_u_g(85015);s__Nocardioidaceae_u_s(85015);
Actinobaculum_u_s	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinobaculum	Actinobaculum_u_s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	743.29	107.9	0.0	0.0	0.0	0.0	678.29	513.09	0.0	127.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76833	k__Bacteria(2);p__Actinobacteria(201174);c__Actinobacteria(1760);o__Actinomycetales(2037);f__Actinomycetaceae(2049);g__Actinobaculum(76833);s__Actinobaculum_u_s(76833);
Actinobaculum sp. oral taxon 183	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinobaculum	Actinobaculum sp. oral taxon 183	6.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.11	8.68	0.0	0.0	0.0	0.0	6.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.18	0.0	0.0	0.0	0.0	6.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.08	16.64	0.0	0.0	0.0	10.76	15.71	13.62	0.0	0.0	0.0	712888	k__Bacteria(2);p__Actinobacteria(201174);c__Actinobacteria(1760);o__Actinomycetales(2037);f__Actinomycetaceae(2049);g__Actinobaculum(76833);s__Actinobaculum sp. oral taxon 183(712888);
Actinomyces cardiffensis	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces cardiffensis	13.16	0.0	6.81	6.72	12.92	0.0	0.0	0.0	0.0	10.13	14.65	12.16	7.89	0.0	0.0	0.0	8.34	9.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.23	5.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	181487	k__Bacteria(2);p__Actinobacteria(201174);c__Actinobacteria(1760);o__Actinomycetales(2037);f__Actinomycetaceae(2049);g__Actinomyces(1654);s__Actinomyces cardiffensis(181487);
Actinomyces dentalis	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces dentalis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	272548	k__Bacteria(2);p__Actinobacteria(201174);c__Actinobacteria(1760);o__Actinomycetales(2037);f__Actinomycetaceae(2049);g__Actinomyces(1654);s__Actinomyces dentalis(272548);
Actinomyces gerencseriae	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces gerencseriae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52769	k__Bacteria(2);p__Actinobacteria(201174);c__Actinobacteria(1760);o__Actinomycetales(2037);f__Actinomycetaceae(2049);g__Actinomyces(1654);s__Actinomyces gerencseriae(52769);
Actinomyces graevenitzii	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces graevenitzii	35.56	59.25	29.92	34.42	124.38	36.63	24.72	38.75	43.83	71.21	71.85	40.48	63.38	31.89	103.65	45.14	41.68	58.58	12.95	163.84	23.66	9.57	14.16	33.37	19.97	38.45	15.53	24.19	158.53	31.56	39.22	11.86	22.44	162.65	46.39	47.93	32.08	50.9	40.48	38.12	51.02	32.32	32.28	46.82	48.32	28.25	31.09	22.99	49.05	48.33	68.43	21.63	17.0	11.96	59.24	29.81	70.83	55.63	29.78	25.41	110.81	35.47	53.21	25.01	66.63	91.54	55565	k__Bacteria(2);p__Actinobacteria(201174);c__Actinobacteria(1760);o__Actinomycetales(2037);f__Actinomycetaceae(2049);g__Actinomyces(1654);s__Actinomyces graevenitzii(55565);
Actinomyces johnsonii	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces johnsonii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.91	0.0	6.83	0.0	0.0	0.0	0.0	10.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	544581	k__Bacteria(2);p__Actinobacteria(201174);c__Actinobacteria(1760);o__Actinomycetales(2037);f__Actinomycetaceae(2049);g__Actinomyces(1654);s__Actinomyces johnsonii(544581);
Actinomyces massiliensis	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces massiliensis	12.18	10.73	0.0	12.32	7.94	0.0	0.0	13.7	5.52	19.19	6.05	16.02	16.42	6.91	5.75	17.4	6.59	5.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.85	0.0	0.0	0.0	0.0	6.21	0.0	0.0	0.0	0.0	7.49	0.0	0.0	0.0	0.0	14.84	12.76	0.0	0.0	0.0	0.0	10.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.37	0.0	0.0	18.45	0.0	16.8	0.0	0.0	0.0	461393	k__Bacteria(2);p__Actinobacteria(201174);c__Actinobacteria(1760);o__Actinomycetales(2037);f__Actinomycetaceae(2049);g__Actinomyces(1654);s__Actinomyces massiliensis(461393);
Actinomyces naeslundii	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces naeslundii	14.01	20.52	9.99	15.92	44.26	16.08	11.96	18.69	23.81	31.03	42.36	30.67	16.75	15.88	23.51	22.82	19.31	24.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.3	0.0	0.0	0.0	0.0	55.44	8.31	9.47	8.2	9.34	7.33	9.37	14.86	9.59	11.62	14.07	19.37	6.5	0.0	0.0	12.95	13.11	37.54	0.0	0.0	0.0	20.63	0.0	15.88	0.0	0.0	0.0	28.33	9.02	15.44	0.0	18.18	0.0	1655	k__Bacteria(2);p__Actinobacteria(201174);c__Actinobacteria(1760);o__Actinomycetales(2037);f__Actinomycetaceae(2049);g__Actinomyces(1654);s__Actinomyces naeslundii(1655);
Actinomyces odontolyticus	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces odontolyticus	28.48	26.56	16.42	21.5	53.59	19.35	21.69	22.88	30.16	50.62	47.11	49.2	40.45	29.28	30.95	34.34	36.73	38.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	226.15	27.01	25.16	25.79	32.69	17.91	24.31	24.87	20.65	28.24	32.15	37.7	30.22	18.7	14.31	20.48	23.25	40.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.73	9.83	0.0	0.0	0.0	1660	k__Bacteria(2);p__Actinobacteria(201174);c__Actinobacteria(1760);o__Actinomycetales(2037);f__Actinomycetaceae(2049);g__Actinomyces(1654);s__Actinomyces odontolyticus(1660);
Actinomyces oris	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces oris	14.82	7.09	6.18	9.16	23.63	6.98	7.67	6.97	13.99	22.19	24.92	15.45	11.2	5.84	17.83	11.74	13.16	21.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.44	0.0	45.47	16.02	10.8	11.9	10.64	0.0	12.43	8.55	8.05	8.96	18.15	19.02	9.45	8.11	0.0	11.81	10.12	21.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.16	0.0	0.0	0.0	544580	k__Bacteria(2);p__Actinobacteria(201174);c__Actinobacteria(1760);o__Actinomycetales(2037);f__Actinomycetaceae(2049);g__Actinomyces(1654);s__Actinomyces oris(544580);
Actinomyces sp. ICM47	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces sp. ICM47	134.19	161.64	73.49	110.2	273.21	97.58	109.07	149.64	148.31	312.84	301.15	168.82	138.54	131.97	200.1	168.58	173.01	210.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	582.68	260.32	168.63	123.7	151.24	72.96	126.24	134.12	122.14	150.07	211.29	176.83	100.11	93.64	65.13	138.85	263.76	203.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	936548	k__Bacteria(2);p__Actinobacteria(201174);c__Actinobacteria(1760);o__Actinomycetales(2037);f__Actinomycetaceae(2049);g__Actinomyces(1654);s__Actinomyces sp. ICM47(936548);
