file_registry_id$,id,sample_id,operator,sample_collection_id,Analyte,[Nanodrop]ng/ul,A260A280,A260A230,[Qubit]ng/ul,solution_used,solution_lot_number,sample_type,project,folder_id$,Sampling Device,Source Specimen,Special Condition,name
EXT630,bfi_hQKCt6oQ,bfi_nzktKHXE,Vy Lam,bfi_ODJSjZci,DNA,17.7,2.08,3.83,6.0,bfi_dH8GtdrK,17953700,DNA,iSwab DNA,lib_zB7K6M5W,Puritan PurFlock Ultra,Buccal Cells,No,iSWAB
EXT629,bfi_qZdRpKHx,bfi_RWzCr4ks,Vy Lam,bfi_ODJSjZci,DNA,14.1,2.07,2.24,5.97,bfi_dH8GtdrK,17953700,DNA,iSwab DNA,lib_zB7K6M5W,Puritan PurFlock Ultra,Buccal Cells,No,iSWAB
EXT653,bfi_fqr4U9dC,bfi_RWzCr4ks,Rigel Sison,bfi_ODJSjZci,DNA,14.07,1.79,1.82,4.4,bfi_dH8GtdrK,17953700,DNA,iSwab DNA,lib_zB7K6M5W,Puritan PurFlock Ultra,Buccal Cells,No,iSWAB
EXT329,bfi_FyqS3ZzY,bfi_sG8pNK5C,Vy Lam,bfi_ODJSjZci,DNA,3.7,1.47,1.22,1.15,bfi_dH8GtdrK,17711700,Swabs,iSwab DNA,lib_zB7K6M5W,Puritan PurFlock Ultra,Buccal Cells,No,iSWAB
EXT328,bfi_h9MNJfMu,bfi_xo9p03Xj,Vy Lam,bfi_ODJSjZci,DNA,19.4,1.98,2.25,6.96,bfi_dH8GtdrK,17711700,Swabs,iSwab DNA,lib_zB7K6M5W,Puritan PurFlock Ultra,Buccal Cells,No,iSWAB
EXT327,bfi_8isQYHan,bfi_f5nvP7SJ,Vy Lam,bfi_ODJSjZci,DNA,5.7,2.0,2.53,2.07,bfi_dH8GtdrK,17711700,Swabs,iSwab DNA,lib_zB7K6M5W,Puritan PurFlock Ultra,Buccal Cells,No,iSWAB
EXT326,bfi_HT9GCqCa,bfi_Hz0C7kUT,Vy Lam,bfi_ODJSjZci,DNA,19.6,1.95,1.81,7.0,bfi_dH8GtdrK,17711700,Swabs,iSwab DNA,lib_zB7K6M5W,Puritan PurFlock Ultra,Buccal Cells,No,iSWAB
EXT325,bfi_95Ov8efR,bfi_4QmeK9ge,Vy Lam,bfi_ODJSjZci,DNA,5.8,2.25,1.98,3.29,bfi_dH8GtdrK,17711700,Swabs,iSwab DNA,lib_zB7K6M5W,Puritan PurFlock Ultra,Buccal Cells,No,iSWAB
EXT324,bfi_M613sdgL,bfi_qqRLPTMX,Vy Lam,bfi_ODJSjZci,DNA,29.2,2.0,2.34,12.1,bfi_dH8GtdrK,17711700,Swabs,iSwab DNA,lib_zB7K6M5W,Puritan PurFlock Ultra,Buccal Cells,No,iSWAB
EXT323,bfi_gLprBh2f,bfi_FWUI9WXp,Vy Lam,bfi_ODJSjZci,DNA,13.8,1.78,1.18,5.48,bfi_dH8GtdrK,17711700,Swabs,iSwab DNA,lib_zB7K6M5W,Puritan PurFlock Ultra,Buccal Cells,No,iSWAB
EXT322,bfi_CsHv4JfP,bfi_X9UWLnc6,Vy Lam,bfi_ODJSjZci,DNA,7.0,1.78,2.28,3.66,bfi_dH8GtdrK,17711700,Swabs,iSwab DNA,lib_zB7K6M5W,Puritan PurFlock Ultra,Buccal Cells,No,iSWAB
EXT1027,bfi_I2Z2Hvo0,bfi_vlweJEFy,Vy Lam,bfi_BQvLimdc,DNA,30.2,1.87,2.49,13.1,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Puritan PurFlock Ultra,Buccal Cells,No,250
EXT1075,bfi_JXplg5Lu,bfi_vlweJEFy,Andrew Wood,bfi_BQvLimdc,DNA,26.3,1.81,2.29,16.2,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Puritan PurFlock Ultra,Buccal Cells,No,250
EXT1051,bfi_LfLtGAC5,bfi_vlweJEFy,Rigel Sison,bfi_BQvLimdc,DNA,26.5,2.17,2.53,15.1,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Puritan PurFlock Ultra,Buccal Cells,No,250
EXT1026,bfi_z2rA8UWz,bfi_3LqovId0,Vy Lam,bfi_BQvLimdc,DNA,26.8,2.11,2.49,10.16,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Puritan PurFlock Ultra,Buccal Cells,No,250
EXT1074,bfi_OxdxehJc,bfi_3LqovId0,Andrew Wood,bfi_BQvLimdc,DNA,24.7,1.99,2.29,10.7,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Puritan PurFlock Ultra,Buccal Cells,No,250
EXT1050,bfi_LibVUEtJ,bfi_3LqovId0,Rigel Sison,bfi_BQvLimdc,DNA,26.8,2.2,1.64,12.2,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Puritan PurFlock Ultra,Buccal Cells,No,250
EXT1025,bfi_TzzAHR0Y,bfi_pxYrMTUc,Vy Lam,bfi_BQvLimdc,DNA,33.0,1.92,2.05,10.2,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Puritan PurFlock Ultra,Buccal Cells,No,250
EXT1073,bfi_YTlThJE9,bfi_pxYrMTUc,Andrew Wood,bfi_BQvLimdc,DNA,29.1,2.07,2.85,10.4,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Puritan PurFlock Ultra,Buccal Cells,No,250
EXT1049,bfi_ZPtQS5SM,bfi_pxYrMTUc,Rigel Sison,bfi_BQvLimdc,DNA,34.0,2.11,1.81,12.2,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Puritan PurFlock Ultra,Buccal Cells,No,250
EXT1024,bfi_3efLCp8Y,bfi_SrqeuLYH,Vy Lam,bfi_BQvLimdc,DNA,29.2,1.91,2.08,12.6,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Puritan PurFlock Ultra,Buccal Cells,No,250
EXT1072,bfi_v6zmuhLm,bfi_SrqeuLYH,Andrew Wood,bfi_BQvLimdc,DNA,26.6,1.99,1.8,12.0,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Puritan PurFlock Ultra,Buccal Cells,No,250
EXT1048,bfi_58DhVhsz,bfi_SrqeuLYH,Rigel Sison,bfi_BQvLimdc,DNA,30.3,1.89,1.6,17.6,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Puritan PurFlock Ultra,Buccal Cells,No,250
EXT1023,bfi_vdqOxBCB,bfi_3UsXLzTV,Vy Lam,bfi_BQvLimdc,DNA,75.2,1.84,1.96,44.8,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Puritan PurFlock Ultra,Buccal Cells,No,250
EXT1071,bfi_gGjGRXLo,bfi_3UsXLzTV,Andrew Wood,bfi_BQvLimdc,DNA,73.6,1.9,2.27,60.8,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Puritan PurFlock Ultra,Buccal Cells,No,250
EXT1047,bfi_WQIi82Np,bfi_3UsXLzTV,Rigel Sison,bfi_BQvLimdc,DNA,79.7,1.91,2.0,58.8,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Puritan PurFlock Ultra,Buccal Cells,No,250
EXT1022,bfi_KqlYouUC,bfi_bG7DlDBy,Vy Lam,bfi_BQvLimdc,DNA,18.6,2.0,2.57,4.32,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Puritan PurFlock Ultra,Buccal Cells,No,250
EXT1070,bfi_SXVpNqve,bfi_bG7DlDBy,Andrew Wood,bfi_BQvLimdc,DNA,17.4,2.15,2.85,5.56,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Puritan PurFlock Ultra,Buccal Cells,No,250
EXT1046,bfi_9VXm1dUw,bfi_bG7DlDBy,Rigel Sison,bfi_BQvLimdc,DNA,17.4,2.31,2.14,6.24,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Puritan PurFlock Ultra,Buccal Cells,No,250
EXT1021,bfi_nWzWweWt,bfi_gKNbPzLx,Vy Lam,bfi_BQvLimdc,DNA,34.3,1.88,2.34,16.8,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Puritan PurFlock Ultra,Buccal Cells,No,250
EXT1069,bfi_9kun8Ulw,bfi_gKNbPzLx,Andrew Wood,bfi_BQvLimdc,DNA,31.8,1.87,2.37,20.0,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Puritan PurFlock Ultra,Buccal Cells,No,250
EXT1045,bfi_r1NZpdw0,bfi_gKNbPzLx,Rigel Sison,bfi_BQvLimdc,DNA,35.2,1.97,2.25,24.6,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Puritan PurFlock Ultra,Buccal Cells,No,250
EXT1020,bfi_gppgRkK3,bfi_76l3w8c3,Vy Lam,bfi_BQvLimdc,DNA,14.6,1.75,2.0,6.0,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Puritan PurFlock Ultra,Buccal Cells,No,250
EXT1068,bfi_VBD6wZ4k,bfi_76l3w8c3,Andrew Wood,bfi_BQvLimdc,DNA,13.8,2.02,2.74,7.44,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Puritan PurFlock Ultra,Buccal Cells,No,250
EXT1044,bfi_Tl2IlFsA,bfi_76l3w8c3,Rigel Sison,bfi_BQvLimdc,DNA,14.4,2.07,1.66,8.6,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Puritan PurFlock Ultra,Buccal Cells,No,250
EXT1019,bfi_SUxycQcG,bfi_K4p0n9mL,Vy Lam,bfi_BQvLimdc,DNA,48.65,1.8,2.09,22.0,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Puritan PurFlock Ultra,Buccal Cells,No,250
EXT1067,bfi_YW4af2HJ,bfi_K4p0n9mL,Andrew Wood,bfi_BQvLimdc,DNA,38.2,1.96,2.2,23.2,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Puritan PurFlock Ultra,Buccal Cells,No,250
EXT1043,bfi_EMff0CgX,bfi_K4p0n9mL,Rigel Sison,bfi_BQvLimdc,DNA,48.4,1.92,1.75,25.3,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Puritan PurFlock Ultra,Buccal Cells,No,250
EXT1018,bfi_QPITvRSL,bfi_APyMw6LB,Vy Lam,bfi_BQvLimdc,DNA,39.4,1.82,1.91,20.3,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Puritan PurFlock Ultra,Buccal Cells,No,250
EXT1066,bfi_YTXXRtfG,bfi_APyMw6LB,Andrew Wood,bfi_BQvLimdc,DNA,34.9,1.9,2.19,24.4,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Puritan PurFlock Ultra,Buccal Cells,No,250
EXT1042,bfi_tRjmRSvH,bfi_APyMw6LB,Rigel Sison,bfi_BQvLimdc,DNA,38.9,1.87,1.86,28.6,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Puritan PurFlock Ultra,Buccal Cells,No,250
EXT1017,bfi_XgWadKFN,bfi_j0udMPN7,Vy Lam,bfi_BQvLimdc,DNA,19.0,1.76,1.78,9.28,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Puritan PurFlock Ultra,Buccal Cells,No,250
EXT1065,bfi_MJhOiw6V,bfi_j0udMPN7,Andrew Wood,bfi_BQvLimdc,DNA,14.9,2.0,3.29,11.2,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Puritan PurFlock Ultra,Buccal Cells,No,250
EXT1041,bfi_2CCZ3pg8,bfi_j0udMPN7,Rigel Sison,bfi_BQvLimdc,DNA,18.0,1.94,1.75,13.4,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Puritan PurFlock Ultra,Buccal Cells,No,250
EXT1016,bfi_mngUedTh,bfi_n3JDK8FE,Vy Lam,bfi_BQvLimdc,DNA,28.2,1.97,1.93,10.0,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Puritan PurFlock Ultra,Buccal Cells,No,250
EXT1064,bfi_0rBGv946,bfi_n3JDK8FE,Andrew Wood,bfi_BQvLimdc,DNA,33.4,2.01,1.8,6.0,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Puritan PurFlock Ultra,Buccal Cells,No,250
EXT1040,bfi_8OuSaeFo,bfi_n3JDK8FE,Rigel Sison,bfi_BQvLimdc,DNA,30.5,1.9,1.53,10.2,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Puritan PurFlock Ultra,Buccal Cells,No,250
EXT1015,bfi_IgdACFTA,bfi_vykuE6zI,Vy Lam,bfi_BQvLimdc,DNA,9.8,1.94,1.59,5.0,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Puritan PurFlock Ultra,Buccal Cells,No,250
EXT1014,bfi_X5mZmF0T,bfi_im3bJ0qk,Vy Lam,bfi_HTVWrpEU,DNA,23.4,1.93,1.92,16.0,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Copan - FLOQSwabs,Buccal Cells,No,250
EXT1063,bfi_U7kfMU7b,bfi_im3bJ0qk,Andrew Wood,bfi_HTVWrpEU,DNA,24.1,1.79,2.2,15.6,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Copan - FLOQSwabs,Buccal Cells,No,250
EXT1039,bfi_Bp61vOJy,bfi_im3bJ0qk,Rigel Sison,bfi_HTVWrpEU,DNA,26.9,1.82,1.59,18.1,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Copan - FLOQSwabs,Buccal Cells,No,250
EXT1013,bfi_p98zJvXv,bfi_Cgai51Hx,Vy Lam,bfi_HTVWrpEU,DNA,30.0,1.93,1.87,20.3,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Copan - FLOQSwabs,Buccal Cells,No,250
EXT1062,bfi_iUSlS3PR,bfi_Cgai51Hx,Andrew Wood,bfi_HTVWrpEU,DNA,33.7,1.81,1.58,19.3,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Copan - FLOQSwabs,Buccal Cells,No,250
EXT1038,bfi_Ie7WoDuh,bfi_Cgai51Hx,Rigel Sison,bfi_HTVWrpEU,DNA,32.8,1.85,1.78,15.9,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Copan - FLOQSwabs,Buccal Cells,No,250
EXT1012,bfi_LzBNy74B,bfi_r8VkvYgk,Vy Lam,bfi_HTVWrpEU,DNA,15.2,2.19,1.2,4.48,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Copan - FLOQSwabs,Buccal Cells,No,250
EXT1061,bfi_S97wGA8B,bfi_r8VkvYgk,Andrew Wood,bfi_HTVWrpEU,DNA,16.3,1.98,1.43,5.94,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Copan - FLOQSwabs,Buccal Cells,No,250
EXT1037,bfi_65Tr26dt,bfi_r8VkvYgk,Rigel Sison,bfi_HTVWrpEU,DNA,15.6,2.01,1.17,3.06,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Copan - FLOQSwabs,Buccal Cells,No,250
EXT1011,bfi_YV55PDRq,bfi_VZEPptch,Vy Lam,bfi_HTVWrpEU,DNA,44.7,2.04,2.16,12.4,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Copan - FLOQSwabs,Buccal Cells,No,250
EXT1060,bfi_JaVNnHlI,bfi_VZEPptch,Andrew Wood,bfi_HTVWrpEU,DNA,45.1,2.01,1.66,9.88,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Copan - FLOQSwabs,Buccal Cells,No,250
EXT1036,bfi_7tKoDUAM,bfi_VZEPptch,Rigel Sison,bfi_HTVWrpEU,DNA,43.6,1.94,2.16,10.6,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Copan - FLOQSwabs,Buccal Cells,No,250
EXT1010,bfi_3lrswDUv,bfi_ZXai6ydV,Vy Lam,bfi_HTVWrpEU,DNA,11.0,2.12,2.23,6.2,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Copan - FLOQSwabs,Buccal Cells,No,250
EXT1059,bfi_KUefqkfs,bfi_ZXai6ydV,Andrew Wood,bfi_HTVWrpEU,DNA,16.1,1.83,1.24,5.16,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Copan - FLOQSwabs,Buccal Cells,No,250
EXT1035,bfi_jUpRKRyu,bfi_ZXai6ydV,Rigel Sison,bfi_HTVWrpEU,DNA,13.6,1.95,0.95,8.0,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Copan - FLOQSwabs,Buccal Cells,No,250
EXT1009,bfi_MbE3LZgf,bfi_WMhSjSVd,Vy Lam,bfi_HTVWrpEU,DNA,36.1,1.95,1.41,20.0,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Copan - FLOQSwabs,Buccal Cells,No,250
EXT1058,bfi_csfjrVk3,bfi_WMhSjSVd,Andrew Wood,bfi_HTVWrpEU,DNA,36.4,1.82,1.59,18.2,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Copan - FLOQSwabs,Buccal Cells,No,250
EXT1034,bfi_f8LoQ8lW,bfi_WMhSjSVd,Rigel Sison,bfi_HTVWrpEU,DNA,37.7,1.76,1.27,19.8,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Copan - FLOQSwabs,Buccal Cells,No,250
EXT1008,bfi_CWuzsJfV,bfi_Vd11QDek,Vy Lam,bfi_HTVWrpEU,DNA,11.9,2.26,2.663,6.19,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Copan - FLOQSwabs,Buccal Cells,No,250
EXT1057,bfi_XjAcybKu,bfi_Vd11QDek,Andrew Wood,bfi_HTVWrpEU,DNA,14.1,1.9,1.47,3.55,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Copan - FLOQSwabs,Buccal Cells,No,250
EXT1033,bfi_YRigZ70O,bfi_Vd11QDek,Rigel Sison,bfi_HTVWrpEU,DNA,12.4,2.65,0.32,4.72,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Copan - FLOQSwabs,Buccal Cells,No,250
EXT1007,bfi_rCk2umuj,bfi_V3A2DgrK,Vy Lam,bfi_HTVWrpEU,DNA,32.3,2.03,2.29,13.4,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Copan - FLOQSwabs,Buccal Cells,No,250
EXT1056,bfi_veQiL5zg,bfi_V3A2DgrK,Andrew Wood,bfi_HTVWrpEU,DNA,31.6,1.91,1.8,8.08,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Copan - FLOQSwabs,Buccal Cells,No,250
EXT1032,bfi_2GHYc5q8,bfi_V3A2DgrK,Rigel Sison,bfi_HTVWrpEU,DNA,32.4,1.97,2.13,9.48,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Copan - FLOQSwabs,Buccal Cells,No,250
EXT1006,bfi_eDFFSktz,bfi_EF5ile4q,Vy Lam,bfi_HTVWrpEU,DNA,30.3,1.95,1.71,19.6,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Copan - FLOQSwabs,Buccal Cells,No,250
EXT1055,bfi_7E1jWMbZ,bfi_EF5ile4q,Andrew Wood,bfi_HTVWrpEU,DNA,32.5,1.85,2.69,17.1,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Copan - FLOQSwabs,Buccal Cells,No,250
EXT1031,bfi_fPtFCFs4,bfi_EF5ile4q,Rigel Sison,bfi_HTVWrpEU,DNA,28.6,1.84,1.77,16.7,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Copan - FLOQSwabs,Buccal Cells,No,250
EXT1005,bfi_vLT5wEyw,bfi_AcJ3DUII,Vy Lam,bfi_HTVWrpEU,DNA,43.7,1.97,2.32,15.6,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Copan - FLOQSwabs,Buccal Cells,No,250
EXT1054,bfi_B1p0SmgS,bfi_AcJ3DUII,Andrew Wood,bfi_HTVWrpEU,DNA,45.7,1.83,1.72,12.3,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Copan - FLOQSwabs,Buccal Cells,No,250
EXT1030,bfi_tFADxhfA,bfi_AcJ3DUII,Rigel Sison,bfi_HTVWrpEU,DNA,45.1,1.92,1.83,15.3,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Copan - FLOQSwabs,Buccal Cells,No,250
EXT1004,bfi_g1EZBYfv,bfi_fT9BM5m7,Vy Lam,bfi_HTVWrpEU,DNA,33.6,1.98,2.19,18.3,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Copan - FLOQSwabs,Buccal Cells,No,250
EXT1053,bfi_49kV7qJ0,bfi_fT9BM5m7,Andrew Wood,bfi_HTVWrpEU,DNA,37.2,1.81,1.61,14.3,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Copan - FLOQSwabs,Buccal Cells,No,250
EXT1029,bfi_Kf7vs18Z,bfi_fT9BM5m7,Rigel Sison,bfi_HTVWrpEU,DNA,33.5,1.9,1.56,11.8,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Copan - FLOQSwabs,Buccal Cells,No,250
EXT1003,bfi_jVGUthCw,bfi_veGQTLZv,Vy Lam,bfi_HTVWrpEU,DNA,16.4,2.0,2.72,8.84,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Copan - FLOQSwabs,Buccal Cells,No,250
EXT1052,bfi_CAHpO7iR,bfi_veGQTLZv,Andrew Wood,bfi_HTVWrpEU,DNA,18.3,1.91,1.52,7.12,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Copan - FLOQSwabs,Buccal Cells,No,250
EXT1028,bfi_8jiJalgH,bfi_veGQTLZv,Rigel Sison,bfi_HTVWrpEU,DNA,18.9,1.8,2.35,8.44,bfi_jnOzpQic,17953700,Swabs,iSwab DNA,lib_J8uY6RqY,Copan - FLOQSwabs,Buccal Cells,No,250
